Gene ID,Gene symbol,Enzyme,UniProt,Enzymatic reactions
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"5-oxo-(6E)-12-epi-LTB4[p] + H+[p] + NADPH[p] <=> 6,7-dihydro-5-oxo-12-epi-LTB4[p] + NADP+[p]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"H+[c] + NADPH[c] + O2[c] + bromobenzene[c] => H2O[c] + NADP+[c] + bromobenzene-3,4-oxide[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone[c] + H+[c] + NADPH[c] + O2[c] => 4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone[c] + H2O[c] + NADP+[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"11h-14,15-EETA[c] <=> 15(S)-HPETE[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"H+[c] + NADPH[c] + O2[c] + bromobenzene[c] <=> H2O[c] + NADP+[c] + bromobenzene-2,3-oxide[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,H+[c] + NADPH[c] + O2[c] + arachidonate[c] => 10-HETE[c] + H2O[c] + NADP+[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"FADH2[r] + O2[r] + arachidonate[r] => 8,9-EET[r] + FAD[r] + H2O[r]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"1-nitronaphthalene[c] + H+[c] + NADPH[c] + O2[c] => 1-nitronaphthalene-5,6-oxide[c] + H2O[c] + NADP+[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,2 H+[c] + O2[c] + testosterone[c] => 19-hydroxytestosterone[c] + H2O[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,H+[c] + NADPH[c] + O2[c] + arachidonate[c] => 9-HETE[c] + H2O[c] + NADP+[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,6-hydroxymelatonin[c] + H+[c] <=> hydroxide[c] + melatonin[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"FADH2[r] + O2[r] + arachidonate[r] => 14,15-EET[r] + FAD[r] + H2O[r]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"H+[c] + NADPH[c] + O2[c] + aflatoxin B1[c] => H2O[c] + NADP+[c] + aflatoxin B1-exo-8,9-epoxide[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"11,14,15-theta[c] <=> 11h-14,15-EETA[c] + H2O[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,H+[c] + NADPH[c] + O2[c] + arachidonate[c] => 19(S)-HETE[c] + H2O[c] + NADP+[c]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,"H+[c] + NADPH[c] + O2[c] + aflatoxin M1[c] <=> H2O[c] + NADP+[c] + aflatoxin M1-8,9-epoxide[c]"
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,H+[r] + NADPH[r] + O2[r] + linoleate[r] => 12(13)-EpOME[r] + H2O[r] + NADP+[r]
ENSG00000140465,CYP1A1,unspecific monooxygenase,P04798,H+[r] + NADPH[r] + O2[r] + estradiol-17beta[r] => 2-hydroxyestradiol-17beta[r] + H2O[r] + NADP+[r]
ENSG00000140538,NTRK3,receptor protein-tyrosine kinase,Q16288,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000140538,NTRK3,non-specific protein-tyrosine kinase,Q16288,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000140538,NTRK3,dual-specificity kinase,Q16288,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000140538,NTRK3,mitogen-activated protein kinase kinase,Q16288,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000141503,MINK1,non-specific serine/threonine protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,Fas-activated serine/threonine kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,Goodpasture-antigen-binding protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,IkappaB kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,cAMP-dependent protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,cGMP-dependent protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,protein kinase C,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,Ca2+/calmodulin-dependent protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,polo kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,cyclin-dependent kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,mitogen-activated protein kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,mitogen-activated protein kinase kinase kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,receptor protein serine/threonine kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,dual-specificity kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,mitogen-activated protein kinase kinase,Q8N4C8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000141503,MINK1,non-specific serine/threonine protein kinase,Q8N4C8,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000142208,AKT1,non-specific serine/threonine protein kinase,P31749,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000142208,AKT1,non-specific serine/threonine protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,Fas-activated serine/threonine kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,Goodpasture-antigen-binding protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,IkappaB kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,cAMP-dependent protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,cGMP-dependent protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,protein kinase C,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,Ca2+/calmodulin-dependent protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,polo kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,cyclin-dependent kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,mitogen-activated protein kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,mitogen-activated protein kinase kinase kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,receptor protein serine/threonine kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,dual-specificity kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142208,AKT1,mitogen-activated protein kinase kinase,P31749,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000142949,PTPRF,protein-tyrosine-phosphatase,P10586,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000143570,SLC39A1,Macrophage and intestinal divalent cation (Mn2+ > Fe2+),Q9NY26,H+[s] + zinc[s] => H+[c] + zinc[c]
ENSG00000143641,GALNT2,polypeptide N-acetylgalactosaminyltransferase,Q10471,UDP-N-acetyl-D-galactosamine[g] + [protein]-L-serine[g] => Tn-antigen[g] + UDP[g]
ENSG00000146872,TLK2,non-specific serine/threonine protein kinase,Q86UE8,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000146872,TLK2,non-specific serine/threonine protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,Fas-activated serine/threonine kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,Goodpasture-antigen-binding protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,IkappaB kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,cAMP-dependent protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,cGMP-dependent protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,protein kinase C,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,Ca2+/calmodulin-dependent protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,polo kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,cyclin-dependent kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,mitogen-activated protein kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,mitogen-activated protein kinase kinase kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,receptor protein serine/threonine kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,dual-specificity kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000146872,TLK2,mitogen-activated protein kinase kinase,Q86UE8,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,non-specific serine/threonine protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,Fas-activated serine/threonine kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,Goodpasture-antigen-binding protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,IkappaB kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,cAMP-dependent protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,cGMP-dependent protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,protein kinase C,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,Ca2+/calmodulin-dependent protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,polo kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,cyclin-dependent kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,mitogen-activated protein kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,mitogen-activated protein kinase kinase kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,receptor protein serine/threonine kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,dual-specificity kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,mitogen-activated protein kinase kinase,Q13315,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000149311,ATM,non-specific serine/threonine protein kinase,Q13315,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000150457,LATS2,non-specific serine/threonine protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,Fas-activated serine/threonine kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,Goodpasture-antigen-binding protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,IkappaB kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,cAMP-dependent protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,cGMP-dependent protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,protein kinase C,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,Ca2+/calmodulin-dependent protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,polo kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,cyclin-dependent kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,mitogen-activated protein kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,mitogen-activated protein kinase kinase kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,receptor protein serine/threonine kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,dual-specificity kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,mitogen-activated protein kinase kinase,Q9NRM7,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000150457,LATS2,non-specific serine/threonine protein kinase,Q9NRM7,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000152127,MGAT5,"alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase",Q09328,G00020[g] + UDP-N-acetylglucosamine[g] => G00021[g] + UDP[g]
ENSG00000153707,PTPRD,protein-tyrosine-phosphatase,P23468,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000154928,EPHB1,receptor protein-tyrosine kinase,P54762,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000154928,EPHB1,non-specific protein-tyrosine kinase,P54762,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000154928,EPHB1,dual-specificity kinase,P54762,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000154928,EPHB1,mitogen-activated protein kinase kinase,P54762,ATP[c] + [protein]-L-tyrosine[c] => ADP[c] + [protein]-tyrosine-phosphate[c]
ENSG00000155657,TTN,non-specific serine/threonine protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,Fas-activated serine/threonine kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,Goodpasture-antigen-binding protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,IkappaB kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,cAMP-dependent protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,cGMP-dependent protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,protein kinase C,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,Ca2+/calmodulin-dependent protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,polo kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,cyclin-dependent kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,mitogen-activated protein kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,mitogen-activated protein kinase kinase kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,receptor protein serine/threonine kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,dual-specificity kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,mitogen-activated protein kinase kinase,Q8WZ42,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000155657,TTN,non-specific serine/threonine protein kinase,Q8WZ42,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000156006,NAT2,arylamine N-acetyltransferase,P11245,CoA[c] + acetanilide[c] <=> acetyl-CoA[c] + aniline[c]
ENSG00000160469,BRSK1,non-specific serine/threonine protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,Fas-activated serine/threonine kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,Goodpasture-antigen-binding protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,IkappaB kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,cAMP-dependent protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,cGMP-dependent protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,protein kinase C,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,Ca2+/calmodulin-dependent protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,polo kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,cyclin-dependent kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,mitogen-activated protein kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,mitogen-activated protein kinase kinase kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,receptor protein serine/threonine kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,dual-specificity kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,mitogen-activated protein kinase kinase,Q8TDC3,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000160469,BRSK1,non-specific serine/threonine protein kinase,Q8TDC3,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000162409,PRKAA2,non-specific serine/threonine protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,Fas-activated serine/threonine kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,Goodpasture-antigen-binding protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,IkappaB kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,cAMP-dependent protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,cGMP-dependent protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,protein kinase C,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,Ca2+/calmodulin-dependent protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,polo kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,cyclin-dependent kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,mitogen-activated protein kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,mitogen-activated protein kinase kinase kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,receptor protein serine/threonine kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,dual-specificity kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,mitogen-activated protein kinase kinase,P54646,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000162409,PRKAA2,acetyl-CoA carboxylase,P54646,ATP[c] + H+[c] + HCO3-[c] + acetyl-CoA[c] => ADP[c] + Pi[c] + malonyl-CoA[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-3,4-quinone[p] + GSH[p] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[p]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-4-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[r]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-1-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,12-keto-LTB4[p] + GSH[p] <=> 12-oxo-c-LTB3[p]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"GSH[c] + delta-12-prostaglandin J2[c] <=> S-(9-deoxy-delta9,12-PGD2)-glutathione[c]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[r]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,12-keto-LTB4[c] + GSH[c] <=> 12-oxo-c-LTB3[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,9-deoxy-delta12-PGD2[c] + GSH[c] <=> S-(9-deoxy-delta12-PGD2)-glutathione[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,5-S-glutathionyl-dopamine[c] <=> GSH[c] + dopamine-O-quinone[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[p]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-1-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-4-S-glutathione[r] <=> GSH[r] + estrone-2,3-quinone[r]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-3,4-quinone[c] + GSH[c] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[c]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,5-S-glutathionyl-noradrenochrome hydroquinone[c] <=> GSH[c] + noradrenochrome[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,GSH[r] + hepoxilin A3[r] <=> hepoxilin A3-c[r]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"4-hydroxyestrone-2-S-glutathione[p] <=> GSH[p] + estrone-3,4-quinone[p]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,GSH[p] + hepoxilin A3[p] <=> hepoxilin A3-c[p]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-1-S-glutathione[c] <=> GSH[c] + estrone-2,3-quinone[c]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,12-keto-LTB4[m] + GSH[m] <=> 12-oxo-c-LTB3[m]
ENSG00000163106,HPGDS,glutathione transferase,O60760,3-hydroxykynurenine-O-beta-D-glucoside[c] + GSH[c] <=> H2O[c] + glutathionyl-3-hydroxykynurenine glucoside[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[c]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[c]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,GSH[c] + prostaglandin A1[c] <=> S-(PGA1)-glutathione[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-3,4-quinone[m] + GSH[m] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[m]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,5-S-glutathionyl-aminochrome reduced[c] <=> GSH[c] + dopaminochrome[c]
ENSG00000163106,HPGDS,prostaglandin-F synthase,O60760,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000163106,HPGDS,Prostaglandin-D synthase,O60760,prostaglandin H2[c] => prostaglandin D2[c]
ENSG00000163106,HPGDS,glutathione transferase,O60760,"2-hydroxyestrone-4-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"17beta-estradiol-3,4-quinone[r] + GSH[r] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[r]"
ENSG00000163106,HPGDS,glutathione transferase,O60760,"4-hydroxyestrone-2-S-glutathione[c] <=> GSH[c] + estrone-3,4-quinone[c]"
